00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59
00:25:31.442740 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703828 ecr 2574033654], length 59

00:25:31.443053 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033753 ecr 3545703828], length 123

00:25:31.443101 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703829 ecr 2574033753], length 0

00:25:31.447204 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703833 ecr 2574033658], length 59

00:25:31.447406 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033758 ecr 3545703833], length 123

00:25:31.447474 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703833 ecr 2574033758], length 0

00:25:31.452680 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703838 ecr 2574033664], length 59

00:25:31.452826 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033763 ecr 3545703838], length 123

00:25:31.452874 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703838 ecr 2574033763], length 0

00:25:31.457110 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703843 ecr 2574033668], length 59

00:25:31.457488 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033768 ecr 3545703843], length 123

00:25:31.457558 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703843 ecr 2574033768], length 0

00:25:31.462786 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703848 ecr 2574033673], length 59

00:25:31.463097 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033773 ecr 3545703848], length 123

00:25:31.463139 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703849 ecr 2574033773], length 0

00:25:31.466359 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703852 ecr 2574033678], length 59

00:25:31.466480 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033777 ecr 3545703852], length 123

00:25:31.466550 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703852 ecr 2574033777], length 0

00:25:31.522475 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703908 ecr 2574033733], length 59

00:25:31.522661 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033833 ecr 3545703908], length 123

00:25:31.522703 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703908 ecr 2574033833], length 0

00:25:31.527984 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703913 ecr 2574033738], length 59

00:25:31.528283 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033839 ecr 3545703913], length 123

00:25:31.528337 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703914 ecr 2574033839], length 0

00:25:31.532420 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703918 ecr 2574033743], length 59

00:25:31.532747 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033843 ecr 3545703918], length 123

00:25:31.532792 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703918 ecr 2574033843], length 0

00:25:31.537984 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703923 ecr 2574033748], length 59

00:25:31.538181 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033849 ecr 3545703923], length 123

00:25:31.538250 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703924 ecr 2574033849], length 0

00:25:31.542377 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703928 ecr 2574033753], length 59

00:25:31.542574 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033853 ecr 3545703928], length 123

00:25:31.542616 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703928 ecr 2574033853], length 0

00:25:31.547828 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703933 ecr 2574033758], length 59

00:25:31.548026 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033858 ecr 3545703933], length 123

00:25:31.548103 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703934 ecr 2574033858], length 0

00:25:31.552275 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703938 ecr 2574033763], length 59

00:25:31.552425 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033863 ecr 3545703938], length 123

00:25:31.552482 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703938 ecr 2574033863], length 0

00:25:31.556869 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703942 ecr 2574033768], length 59

00:25:31.557013 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033867 ecr 3545703942], length 123

00:25:31.557081 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703943 ecr 2574033867], length 0

00:25:31.562200 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703948 ecr 2574033773], length 59

00:25:31.562534 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033873 ecr 3545703948], length 123

00:25:31.562602 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703948 ecr 2574033873], length 0

00:25:31.566864 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28733:28792, ack 59902, win 502, options [nop,nop,TS val 3545703952 ecr 2574033777], length 59

00:25:31.567059 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59902:60025, ack 28792, win 509, options [nop,nop,TS val 2574033877 ecr 3545703952], length 123

00:25:31.567128 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60025, win 502, options [nop,nop,TS val 3545703953 ecr 2574033877], length 0

00:25:31.622785 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704008 ecr 2574033833], length 59

00:25:31.623107 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033933 ecr 3545704008], length 123

00:25:31.623186 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704009 ecr 2574033933], length 0

00:25:31.627357 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704013 ecr 2574033839], length 59

00:25:31.627653 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033938 ecr 3545704013], length 123

00:25:31.627722 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704013 ecr 2574033938], length 0

00:25:31.631826 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704017 ecr 2574033843], length 59

00:25:31.631947 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033942 ecr 3545704017], length 123

00:25:31.632012 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704017 ecr 2574033942], length 0

00:25:31.637217 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704023 ecr 2574033849], length 59

00:25:31.637523 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033948 ecr 3545704023], length 123

00:25:31.637592 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704023 ecr 2574033948], length 0

00:25:31.641711 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704027 ecr 2574033853], length 59

00:25:31.641926 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033952 ecr 3545704027], length 123

00:25:31.641995 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704027 ecr 2574033952], length 0

00:25:31.647159 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704033 ecr 2574033858], length 59

00:25:31.647305 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033958 ecr 3545704033], length 123

00:25:31.647373 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704033 ecr 2574033958], length 0

00:25:31.652483 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704038 ecr 2574033863], length 59

00:25:31.652692 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033963 ecr 3545704038], length 123

00:25:31.652742 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704038 ecr 2574033963], length 0

00:25:31.657924 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704043 ecr 2574033867], length 59

00:25:31.658237 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033969 ecr 3545704043], length 123

00:25:31.658316 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704044 ecr 2574033969], length 0

00:25:31.662486 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704048 ecr 2574033873], length 59

00:25:31.662704 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033973 ecr 3545704048], length 123

00:25:31.662737 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704048 ecr 2574033973], length 0

00:25:31.666894 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28792:28851, ack 60025, win 502, options [nop,nop,TS val 3545704052 ecr 2574033877], length 59

00:25:31.667217 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 60025:60148, ack 28851, win 509, options [nop,nop,TS val 2574033978 ecr 3545704052], length 123

00:25:31.667298 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60148, win 502, options [nop,nop,TS val 3545704053 ecr 2574033978], length 0

00:25:31.723150 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704109 ecr 2574033933], length 59

00:25:31.723329 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034034 ecr 3545704109], length 123

00:25:31.723370 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704109 ecr 2574034034], length 0

00:25:31.727617 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704113 ecr 2574033938], length 59

00:25:31.727798 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034038 ecr 3545704113], length 123

00:25:31.727850 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704113 ecr 2574034038], length 0

00:25:31.732940 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704118 ecr 2574033942], length 59

00:25:31.733259 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034043 ecr 3545704118], length 123

00:25:31.733307 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704119 ecr 2574034043], length 0

00:25:31.737485 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704123 ecr 2574033948], length 59

00:25:31.737818 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034048 ecr 3545704123], length 123

00:25:31.737886 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704123 ecr 2574034048], length 0

00:25:31.743118 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704129 ecr 2574033952], length 59

00:25:31.743308 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034054 ecr 3545704129], length 123

00:25:31.743356 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704129 ecr 2574034054], length 0

00:25:31.747526 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704133 ecr 2574033958], length 59

00:25:31.747707 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034058 ecr 3545704133], length 123

00:25:31.747782 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704133 ecr 2574034058], length 0

00:25:31.751886 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704137 ecr 2574033963], length 59

00:25:31.752030 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034062 ecr 3545704137], length 123

00:25:31.752100 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704138 ecr 2574034062], length 0

00:25:31.756362 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704142 ecr 2574033969], length 59

00:25:31.756551 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034067 ecr 3545704142], length 123

00:25:31.756601 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704142 ecr 2574034067], length 0

00:25:31.761714 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28851:28910, ack 60148, win 502, options [nop,nop,TS val 3545704147 ecr 2574033973], length 59

00:25:31.761934 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 60148:60271, ack 28910, win 509, options [nop,nop,TS val 2574034072 ecr 3545704147], length 123

00:25:31.762003 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 60271, win 502, options [nop,nop,TS val 3545704147 ecr 2574034072], length 0
