18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59
18:45:14.941874 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41006: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417253 ecr 3698087327], length 123

18:45:14.941895 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087327 ecr 2726417253], length 0

18:45:14.941931 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087327 ecr 2726416772], length 59

18:45:14.941960 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41020: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417253 ecr 3698087327], length 123

18:45:14.941981 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087327 ecr 2726417253], length 0

18:45:14.942030 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41036: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417253 ecr 3698087327], length 123

18:45:14.942052 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087328 ecr 2726417253], length 0

18:45:14.942059 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41038: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417253 ecr 3698087327], length 123

18:45:14.942083 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087328 ecr 2726417253], length 0

18:45:14.942980 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087328 ecr 2726416774], length 59

18:45:14.943111 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41054: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417254 ecr 3698087328], length 123

18:45:14.943124 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087329 ecr 2726417254], length 0

18:45:15.396069 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417227], length 59

18:45:15.396111 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417227], length 59

18:45:15.396111 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417227], length 59

18:45:15.396118 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417227], length 59

18:45:15.396258 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40622: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417707 ecr 3698087782], length 123

18:45:15.396278 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417707], length 0

18:45:15.396303 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40636: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417707 ecr 3698087782], length 123

18:45:15.396314 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417707], length 0

18:45:15.396319 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40648: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417707 ecr 3698087782], length 123

18:45:15.396330 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40644: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417707 ecr 3698087782], length 123

18:45:15.396337 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417707], length 0

18:45:15.396348 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417707], length 0

18:45:15.396575 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417228], length 59

18:45:15.396613 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417227], length 59

18:45:15.396887 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40666: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417708 ecr 3698087782], length 123

18:45:15.396912 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417708], length 0

18:45:15.396919 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40682: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417708 ecr 3698087782], length 123

18:45:15.396942 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087782 ecr 2726417708], length 0

18:45:15.396993 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087782 ecr 2726417228], length 59

18:45:15.397310 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40654: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417708 ecr 3698087782], length 123

18:45:15.397327 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087783 ecr 2726417227], length 59

18:45:15.397331 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087783 ecr 2726417708], length 0

18:45:15.397580 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40672: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417708 ecr 3698087783], length 123

18:45:15.397601 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087783 ecr 2726417708], length 0

18:45:15.401521 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087787 ecr 2726417232], length 59

18:45:15.401531 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087787 ecr 2726417232], length 59

18:45:15.401532 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087787 ecr 2726417232], length 59

18:45:15.401533 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087787 ecr 2726417233], length 59

18:45:15.401730 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417712 ecr 3698087787], length 123

18:45:15.401741 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417712 ecr 3698087787], length 123

18:45:15.401751 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087787 ecr 2726417712], length 0

18:45:15.401762 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087787 ecr 2726417712], length 0

18:45:15.401805 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40700: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417712 ecr 3698087787], length 123

18:45:15.401816 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087787 ecr 2726417712], length 0

18:45:15.401889 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417712 ecr 3698087787], length 123

18:45:15.401913 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087787 ecr 2726417712], length 0

18:45:15.402090 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087788 ecr 2726417234], length 59

18:45:15.402103 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087788 ecr 2726417234], length 59

18:45:15.402280 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417713 ecr 3698087788], length 123

18:45:15.402302 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087788 ecr 2726417713], length 0

18:45:15.402315 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417713 ecr 3698087788], length 123

18:45:15.402337 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087788 ecr 2726417713], length 0

18:45:15.402619 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087788 ecr 2726417233], length 59

18:45:15.402798 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087788 ecr 2726417234], length 59

18:45:15.402916 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417714 ecr 3698087788], length 123

18:45:15.402938 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087788 ecr 2726417714], length 0

18:45:15.402961 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417714 ecr 3698087788], length 123

18:45:15.402982 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087788 ecr 2726417714], length 0

18:45:15.405974 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087791 ecr 2726417237], length 59

18:45:15.405988 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087791 ecr 2726417237], length 59

18:45:15.406027 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087791 ecr 2726417237], length 59

18:45:15.406186 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087792 ecr 2726417237], length 59

18:45:15.406186 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417717 ecr 3698087791], length 123

18:45:15.406212 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087792 ecr 2726417717], length 0

18:45:15.406220 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417717 ecr 3698087791], length 123

18:45:15.406244 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087792 ecr 2726417717], length 0

18:45:15.406252 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417717 ecr 3698087791], length 123

18:45:15.406277 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087792 ecr 2726417717], length 0

18:45:15.406746 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417717 ecr 3698087792], length 123

18:45:15.406769 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087792 ecr 2726417717], length 0

18:45:15.406775 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087792 ecr 2726417237], length 59

18:45:15.406932 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417718 ecr 3698087792], length 123

18:45:15.406953 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087792 ecr 2726417718], length 0

18:45:15.407059 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087793 ecr 2726417237], length 59

18:45:15.407185 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087793 ecr 2726417237], length 59

18:45:15.407187 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417718 ecr 3698087793], length 123

18:45:15.407212 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087793 ecr 2726417718], length 0

18:45:15.407321 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417718 ecr 3698087793], length 123

18:45:15.407343 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087793 ecr 2726417718], length 0

18:45:15.407496 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087793 ecr 2726417239], length 59

18:45:15.407597 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40800: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417718 ecr 3698087793], length 123

18:45:15.407610 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087793 ecr 2726417718], length 0

18:45:15.410473 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087796 ecr 2726417243], length 59

18:45:15.410483 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087796 ecr 2726417243], length 59

18:45:15.410669 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40816: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417721 ecr 3698087796], length 123

18:45:15.410691 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087796 ecr 2726417721], length 0

18:45:15.410695 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40812: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417721 ecr 3698087796], length 123

18:45:15.410718 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087796 ecr 2726417721], length 0

18:45:15.410860 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087796 ecr 2726417243], length 59

18:45:15.410891 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087796 ecr 2726417242], length 59

18:45:15.411108 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40828: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417722 ecr 3698087796], length 123

18:45:15.411119 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40824: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417722 ecr 3698087796], length 123

18:45:15.411134 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087797 ecr 2726417722], length 0

18:45:15.411144 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087797 ecr 2726417722], length 0

18:45:15.411731 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087797 ecr 2726417243], length 59

18:45:15.411873 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40840: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417723 ecr 3698087797], length 123

18:45:15.411897 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087797 ecr 2726417723], length 0

18:45:15.412062 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087798 ecr 2726417244], length 59

18:45:15.412190 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40860: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417723 ecr 3698087798], length 123

18:45:15.412202 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12301, win 502, options [nop,nop,TS val 3698087798 ecr 2726417723], length 0

18:45:15.412513 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087798 ecr 2726417244], length 59

18:45:15.412519 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5841:5900, ack 12178, win 502, options [nop,nop,TS val 3698087798 ecr 2726417244], length 59

18:45:15.412752 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40850: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417723 ecr 3698087798], length 123

18:45:15.412753 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40866: Flags [P.], seq 12178:12301, ack 5900, win 509, options [nop,nop,TS val 2726417723 ecr 3698087798], length 123
